"artist","song","song_length","session_id","item_in_session"
"Amy Winehouse","You Know I'm No Good","202.73587","272","1"
"Musiq / DJ Aktive / Carol Riddick","Soulstar","162.7424","147","13"
"Eels","Guest List","193.27955","255","1"
"Dwight Yoakam","You're The One","239.3073","147","14"
"matchbox twenty","3AM (LP Version)","225.95873","23","18"
"Coldplay","The Scientist","311.27465","255","2"
"Scissor Sisters","Take Your Mama","271.85587","147","15"
"Rob Zombie","Dragula","222.9024","23","19"
"Rilo Kiley","A Better Son/Daughter","279.06567","255","3"
"Klaus Doldinger's Passport","Fairy Tale","460.43383","23","20"
"Christian Anders","Nie Mehr Allein","334.05342","147","16"
"Ashanti","VooDoo","282.46159","255","4"
"Placebo","Passive Aggressive","324.0224","280","0"
"Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner","Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile)","277.15873","147","17"
"dEUS","Secret Hell","299.83302","255","5"
"Two Door Cinema Club","I Can Talk","175.43791","23","21"
"J. Karjalainen & Mustat Lasit","Sinisten tÃÂ¤htien alla","336.74404","147","18"
"OneRepublic","Secrets","224.67873","23","22"
"The Grascals","Where Corn Don't Grow","224.13016","255","6"
"Enya","Boadicea","212.29669","23","23"
"Coldplay","The Scientist","311.27465","147","19"
"Vienna Teng","The Last Snowfall","204.25098","255","7"
"Beck","Girl","211.1473","23","24"
"Chuck Berry","Roll Over Beethoven","147.06893","255","8"
"Arkona","Vosstanie Roda","326.94812","147","20"
"Vampire Weekend","The Kids Dont Stand A Chance (Album)","243.04281","23","25"
"Creed","My Sacrifice","295.3922","255","9"
"Bryan Adams","Fearless","231.99302","23","26"
"Deerhunter","Neither Of Us_ Uncertainly","325.17179","147","21"
"Angels and Airwaves","Sirens","259.44771","255","10"
"Incubus","I Miss You","168.6722","23","27"
"Tab Benoit","Jambalaya","221.09995","255","11"
"Franz Ferdinand","Call Me","206.28853","147","22"
"Derek & The Dominos","Keep On Growing","382.37995","23","28"
"BjÃÂ¶rk","Undo","348.57751","255","12"
"Little Tony","Cuore Matto","183.84934","147","23"
"The Police","So Lonely","289.85424","147","24"
"Mariza","Loucura","208.77016","23","29"
"Say Anything","Walk Through Hell (featuring Max Bemis Acoustic Exclusive)","208.77016","255","13"
"Yung Berg","Do That There (featuring Dude 'N Nem)","230.63465","23","30"
"Supertramp","Bloody Well Right","273.18812","147","25"
"Framing Hanley","Alone In This Bed (Capeside)","230.08608","255","14"
"BjÃÂ¶rk","Undo","348.57751","23","31"
"Wilson Simonal","Tudo De VocÃÂª","146.75546","147","26"
"Pillar","Frontline","190.9024","255","15"
"Streetlight Manifesto","A Moment Of Silence (Album Version)","313.18159","147","27"
"Kanye West / T-Pain","Good Life","207.04608","255","16"
"George Michael","I Want Your Sex","276.50567","23","32"
"Garbage","Stupid Girl","258.7424","255","17"
"Tom Petty And The Heartbreakers","You're Gonna Get It (Album Version)","180.94975","147","28"
"Max Richter","Organum","193.38404","23","33"
"The Winans","Prone To Wander (Album Version)","385.56689","147","29"
"Calle 13","Pi-di-di-di","211.06893","255","18"
"The Decemberists","I Was Meant For the Stage","421.85098","171","0"
"Mae","We're So Far Away","230.13832","255","19"
"Girl Talk","Give and Go","173.24363","147","30"
"Helloween","Where The Rain Grows","309.21098","255","20"
"ATB","Killer","248.21506","171","5"
"The Tangent","After Rubycon (live)","270.31465","147","31"
"Turing Machine","Robotronic","522.762","171","6"
"Justin Timberlake","SeÃÂ±orita","294.86975","255","21"
"Panic At The Disco","Behind The Sea [Live In Chicago]","259.29098","147","32"
"Me First And The Gimme Gimmes","Good Bye Earl","145.78893","255","22"
"Will.I.Am","Invisible","236.93016","147","34"
"Usher","Hey Daddy (Daddy's Home)","224.10404","255","23"
"Alicia Keys","If I Ain't Got You","229.0673","171","7"
"The Red Jumpsuit Apparatus","Face Down (Album Version)","191.84281","147","35"
"John Mayer","Waiting On The World To Change","201.16853","255","24"
"Florence + The Machine","Kiss With A Fist","131.3171","147","36"
"The Cute Lepers","Prove It","195.52608","255","25"
"Bruce Springsteen","Into The Fire","304.43057","147","37"
"Carla Bruni","Quelqu'un M'a Dit (Album Version)","163.02975","159","0"
"Nando Reis","RelicÃÂ¡rio","245.96853","255","26"
"Holly Brook","All Will Be Forgotten (Album Version)","250.80118","147","38"
"Sun Kil Moon","Tiny Cities Made Of Ashes","196.62322","231","1"
"Kid Cudi / Ratatat","Alive (nightmare)","246.72608","255","27"
"Panic! At The Disco","The Only Difference Between Martyrdom and Suicide Is Press Coverage (Tommie Sunshine Brooklyn Fire Remix)","215.92771","231","2"
"Eminem","Without Me","251.55873","147","39"
"Huey Lewis & The News","I Want A New Drug","286.4322","255","28"
"Deana Carter","She's Good For You","214.5171","231","3"
"Righteous Brothers","Ebb Tide","168.75057","147","40"
"12 Stones","Adrenaline","200.9073","231","4"
"Randy Houser","Boots On","171.88526","255","29"
"The Smiths","Girlfriend In A Coma","123.01016","147","41"
"Eagle-Eye Cherry","Save Tonight","242.78159","147","42"
"Bo Hansson","Lothlorien (2002 Digital Remaster)","240.63955","255","30"
"Edwyn Collins","A Girl Like You","235.91138","231","5"
"Jesper Kyd","Ezio In Florence","138.39628","147","43"
"Karen Clark Sheard","Good","220.81261","255","31"
"Edison Glass","Let Go","141.21751","231","6"
"Coldplay","Life In Technicolor ii","244.68853","147","44"
"Mayday Parade","I Swear This Time I Mean It (Album Version)","241.10975","231","7"
"Alejandro Sanz","Sin que se note","266.84036","255","32"
"LMFAO / Lil Jon","Shots","222.17098","147","45"
"New Buffalo","I've got you and you've got me - song of contentment","233.58649","231","8"
"The New Pornographers","Go Places","272.71791","255","35"
"Stavento","Outro","512.80934","147","46"
"XTC","Into The Atom Age (2001 Digital Remaster)","152.89424","231","9"
"Usher","Hey Daddy (Daddy's Home)","224.10404","255","36"
"Sia","Little Black Sandals","253.6224","231","10"
"Train","Hey_ Soul Sister","216.76363","125","0"
"Kid Cudi / MGMT / Ratatat","Pursuit Of Happiness (nightmare)","295.67955","255","37"
"Smokie Norful","Chapter 6: Exercise That Muscle","170.52689","231","11"
"Radiohead","Karma Police","261.45914","147","47"
"Old 97's","Victoria (LP Version)","231.28771","231","13"
"The Dust Brothers (featuring Tyler Durden)","This Is Your Life (featuring Tyler Durden) (Album Version)","211.12118","255","38"
"Plastilina Mosh","Mr. P-Mosh","261.45914","147","48"
"Tree63","The Answer To The Question","183.84934","231","14"
"The Yardbirds","The Train Kept A Rollin'","206.10567","255","39"
"Justice","TTHHEE PPAARRTTYY","243.40853","231","15"
"Matt Redman","This Is How We Know","298.73587","231","16"
"NEEDTOBREATHE","Streets Of Gold (Album Version)","209.8673","282","1"
"Maximilian Hecker","Let Me Out","295.60118","28","1"
"KALIMBA","Tu CorazÃÂ³n lo sabe (Lat'n Party)","279.87546","282","2"
"The All-American Rejects","The Wind Blows","262.24281","231","17"
"John Prine","Aimless Love","185.96526","282","3"
"Dead Prez","Hip Hop","300.17261","231","18"
"Girl Talk","Hold up","170.73587","282","4"
"Queens Of The Stone Age","Misfit Love","339.90485","231","19"
"Miguel Calo","El Cuatrero","171.17995","282","5"
"Foals","After Glow","368.61342","231","20"
"Alison Krauss","I Give You To His Heart","267.57179","231","21"
"Linkin Park","Shadow Of The Day (Album Version)","289.90649","231","23"
"Vampire Weekend","A-Punk (Album)","137.82159","296","0"
"Crystal","VÃÂNDORMADÃÂR","251.97669","296","1"
"Plain White T S","A Lonely September (Album)","266.94485","261","0"
"Eddie Cochran","Mean When I'm Mad","113.68444","261","1"
"Justin Bieber","One Time","214.67383","209","1"
"Dee Dee Bridgewater","La Vie En Rose","318.64118","818","38"
"Tim O'brien","Think About Last Night","176.14322","818","39"
"Nirvana","Love Buzz","215.11791","818","40"
"Weezer","Only In Dreams","479.32036","818","41"
"Nightwish","She Is My Sin","286.1971","818","42"
"California Swag District","Teach Me How To Dougie","239.17669","818","43"
"Miike Snow","Silvia","385.35791","818","44"
"Katy Perry","I Kissed A Girl","179.40853","818","45"
"Sikth","Peep Show","250.53995","818","46"
"Lily Allen","Not Fair","199.88853","818","47"
"The Presidents of the United States of America","Lump","495.77751","818","48"
"Wordsworth","Right Now (Produced by Ayatollah)","253.1522","818","49"
"Rihanna","Take A Bow","229.04118","818","50"
"Tomas Bodin","Back To The African Garden","396.53832","818","51"
"Black Eyed Peas","My Humps","326.86975","818","52"
"Carolina Liar","Show Me What I'm Looking For (Album Version)","240.45669","818","53"
"Kansas","Dust in The Wind","202.29179","818","54"
"Onar","Xehasmeni Melodia","306.6771","818","55"
"Live","Lakini's Juice","286.98077","818","56"
"Abstract Rude","Nuff Fire","196.85832","818","57"
"Johnny Horton","Mean Mean Son Of A Gun","131.81342","818","58"
"The Men They Couldn't Hang","Ironmasters","251.14077","818","59"
"Rilo Kiley","The Absence Of God (Album Version)","234.03057","818","60"
"Shwayze","Lost My Mind","201.63873","818","61"
"Bram Vermeulen","Mamma","251.42812","818","62"
"Death Cab for Cutie","I Will Follow You into the Dark (Album Version)","189.3873","818","63"
"Dwight Yoakam","You're The One","239.3073","818","64"
"Jadakiss / Ghostface Killah / Raekwon","Cartel Gathering","173.76608","818","65"
"Rosana","Si tu no estas","256.31302","818","66"
"The Killers","The Ballad of Michael Valentine","230.39955","818","67"
"Alliance Ethnik","SinceritÃÂ© Et Jalousie","195.94404","818","68"
"Enya","China Roses","289.802","818","69"
"Aya RL","Jazz","225.43628","818","70"
"Clor","Love + Pain","227.68281","820","0"
"Alejandro Fernandez","Solitario Y Solo","262.84363","820","1"
"Yonder Mountain String Band","Midwest Gospel Radio","152.18893","820","2"
"K'Naan","Wavin'  Flag","220.49914","824","0"
"Cradle Of Filth","Her Ghost In The Fog","453.09342","828","0"
"Amanda Marshall","Let It Rain","274.28526","828","1"
"Rammstein","Sonne","272.40444","828","2"
"Cat Stevens","If You Want To Sing Out_ Sing Out","167.6273","828","3"
"Emma Shapplin","Spente Le Stelle","267.62404","828","4"
"Modest Mouse","Float On","209.52771","828","5"
"Flaco Jimenez","En El Cielo No Hay Cerveza (In Heaven There Is No Beer)","155.81995","828","6"
"Modest Mouse","Float On","209.52771","828","7"
"Cedric Gervais feat. Second Sun","Pills (Radio Edit) (Radio Edit)","230.32118","828","8"
"Sheena Easton","Strut (1993 Digital Remaster)","239.62077","828","9"
"Everything But The Girl","My Baby Don't Love Me","218.74893","828","10"
"Florence + The Machine","Dog Days Are Over (Radio Edit)","219.66322","828","11"
"BoDeans","Naked (Live)","354.01098","828","12"
"OneRepublic","Apologize","208.14322","828","13"
"Miley Cyrus","Full Circle","194.45506","828","14"
"Coldplay","Don't Panic","139.12771","828","15"
"Atreyu","You Were The King_ Now You're Unconscious (Album Version)","308.37506","828","16"
"Bruce Springsteen","Born To Run","270.54975","828","17"
"BjÃÂ¶rk","Undo","348.57751","828","18"
"Big Shug","It Just Don't Stop","140.56444","828","19"
"The Wallflowers","Be Your Own Girl","315.24526","828","20"
"Chris Brown","Ain't No Way (You Won't Love Me)","203.80689","828","21"
"Charly GarcÃÂ­a","Filosofia Barata Y Zapatos De Goma","231.73179","828","22"
"N.W.A ft. Eazy-E","Boyz-N-The-Hood","338.18077","828","23"
"The Mighty Mighty Bosstones","1/2/2008","158.87628","828","24"
"Beastie Boys","Unite (2009 Digital Remaster)","211.722","828","25"
"Yuksek","Take A Ride","218.95791","828","26"
"Fernando Ubiergo","Cuando Agosto Era 21","218.74893","828","27"
"Phoenix","Napoleon Says","192.86159","828","28"
"Radney Foster","Sweet And Wild","288.96608","790","0"
"Neneh Cherry","Manchild","232.202","790","1"
"Hooligans","Szex & KV","189.98812","785","0"
"Kid Cudi / MGMT / Ratatat","Pursuit Of Happiness (nightmare)","295.67955","786","0"
"Foals","Blue Blood","316.89098","351","0"
"'N Sync/Phil Collins","Trashin' The Camp (Phil And 'N Sync Version)","143.64689","351","1"
"Kristian Stanfill","I Need You","287.50322","838","0"
"Enrique Iglesias","Tired Of Being Sorry","241.42322","838","1"
"Michael Cretu","The Invisible Man","301.06077","838","2"
"Tommy Emmanuel","Windy & Warm","168.14975","838","3"
"Cherise","No Good 4 You","229.69424","772","0"
"Anna Waronker","Nothing Personal","189.6224","662","0"
"King ChangÃÂ³","ConfesiÃÂ³n","340.74077","763","0"
"Gang Of Four","I Found That Essence Rare","193.14893","763","1"
"Line Renaud","Le Soir","176.16934","763","2"
"the bird and the bee","Last Day Of Our Love","198.1122","823","2"
"Mudhoney","Get Into Yours","231.57506","637","10"
"Carpenters","Yesterday Once More","238.39302","637","11"
"Kings Of Leon","Taper Jean Girl","185.28608","637","13"
"The Bloody Beetroots","Warp 1.9 (feat. Steve Aoki)","201.97832","637","14"
"Kings Of Leon","Revelry","201.79546","637","15"
"Euge Groove","Tenderly","265.482","637","16"
"Soltero","Bleeding Hearts","249.0771","637","17"
"Nirvana","Lithium","257.01832","637","18"
"Alliance Ethnik","ReprÃÂ©sente","252.21179","535","0"
"Lykke Li","Melodies & Desires","232.35873","535","1"
"The Coffee Club Orchestra","Overture","386.76853","622","1"
"Harmonia","Sehr kosmisch","655.77751","622","2"
"Alicia Keys","Caged Bird","182.07302","614","2"
"Crosby_ Stills & Nash","Wooden Ships (LP Version)","329.19465","614","3"
"R.E.M.","What's The Frequency_ Kenneth? (Radio Version)","241.162","622","3"
"Eric Clapton","My Father's Eyes","323.49995","636","6"
"Godley & Creme","Cry","237.81832","636","7"
"Ron Carter","I CAN'T GET STARTED","497.13587","636","8"
"Timbaland / Keri Hilson / D.O.E.","The Way I Are","179.25179","620","0"
"Everything But The Girl","Missing","295.73179","636","9"
"Big Mountain","Baby_ I Love Your Way (Album Version)","249.52118","620","1"
"Gotan Project","Queremos Paz","315.81995","636","10"
"Washed Out","Belong","173.40036","620","2"
"OutKast","My Favorite Things","312.13669","620","3"
"Black Sabbath","Symptom Of The Universe","388.64934","636","11"
"Late Night Alumni","Uncharted","226.76853","620","4"
"Slightly Stoopid","This Joint","293.82485","636","12"
"Beastie Boys","Unite (2009 Digital Remaster)","211.722","620","5"
"The Killers","Who Let You Go?","222.95465","620","6"
"Riverside","Stuck Between","236.2771","636","13"
"Flobots","Good Soldier","246.07302","620","7"
"Lighthouse Family","High","307.53914","636","14"
"Jack Johnson","Do You Remember","144.06485","620","8"
"Incubus","Pardon Me","229.22404","636","15"
"Edwyn Collins","A Girl Like You","235.91138","620","9"
"Joshua Radin","The Fear You Won't Fall","182.62159","636","16"
"Bon Iver","Team","116.89751","636","17"
"Nipsey Hussle","Its Hard Out Here","170.34404","636","18"
"Bebo & Cigala","Lagrimas Negras","331.15383","620","11"
"Kings Of Leon","Revelry","201.79546","620","12"
"Amy Winehouse","Love Is A Losing Game","223.9473","620","13"
"Florence + The Machine","Dog Days Are Over (Radio Edit)","219.66322","620","14"
"Devin Townsend","Tiny Tears","552.98567","620","15"
"Camera Obscura","Number One Song","244.81914","620","16"
"Keyshia Cole","Same Thing","95.26812","620","17"
"Red Hot Chili Peppers","Tell Me Baby (Album Version)","247.66649","620","18"
"Florence + The Machine","Dog Days Are Over (Radio Edit)","219.66322","636","20"
"Lit","My Own Worst Enemy","169.03791","636","21"
"Avenged Sevenfold","Dear God (Album Version)","393.50812","620","19"
"Harmonia","Sehr kosmisch","655.77751","636","22"
"Blue October","Calling You","241.162","620","20"
"Bone Thugs-N-Harmony / Akon","I Tried","287.52934","620","21"
"Training For Utopia","Two Hands","222.37995","636","23"
"Delerium","Drama","455.8624","620","22"
"The Meters","Do The Dirt (Album Version)","156.21179","636","24"
"Harmonia","Sehr kosmisch","655.77751","636","25"
"Macy Gray","Slowly","233.89995","620","23"
"Alice In Chains","God Smack","230.60853","620","24"
"Dungeon Elite","Give It Up For Me You Us!","169.82159","625","0"
"Angels Of Light & Akron/Family","Oceanside","216.60689","620","25"
"Krisiun","In League With Satan","167.91465","625","1"
"Band Of Horses","Cigarettes_ Wedding Bands (Album)","275.51302","620","26"
"The Notorious B.I.G.","The What","238.78485","625","2"
"Foolish Things","Who Can Compare","266.86649","620","27"
"The Strokes","On The Other Side","278.64771","620","28"
"Chick Corea & Hiromi","Windows","465.05751","604","0"
"Linkin Park","Bleed It Out [Live At Milton Keynes]","494.99383","620","29"
"DJ Shadow","Transmission 2","89.28608","604","1"
"Fleet Foxes","White Winter Hymnal","147.04281","620","30"
"Jonas Brothers","Games","201.27302","604","2"
"Guns N' Roses","Civil War","464.92689","620","31"
